customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChargesPerMonth
7030-NJVDP,male,0,yes,No,24,Yes,No,fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,electronic check,0.7064676616915423,0.25287329794599583,0,92.09166666666665
5536-RTPWK,male,0,yes,No,49,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,bank transfer (automatic),0.8039800995024875,0.5579217632125548,1,99.0561224489796
8883-GRDWQ,male,1,no,No,20,Yes,No,dsl,Yes,No,No,Yes,No,No,One year,No,mailed check,0.35572139303482586,0.1196745903531041,0,52.795
6166-ILMNY,female,0,no,No,2,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,No,bank transfer (automatic),0.5124378109452736,0.014510731594738056,1,72.275
3097-NNSPB,female,0,no,No,2,Yes,No,dsl,No,Yes,No,No,No,No,Month-to-month,Yes,credit card (automatic),0.30646766169154227,0.008342949457650586,1,45.55
7771-ZONAT,male,0,no,No,22,No,No phone service,dsl,No,No,Yes,Yes,Yes,Yes,Two year,No,bank transfer (automatic),0.3830845771144279,0.14840180013847218,0,59.31136363636363
0655-RBDUG,male,0,no,No,7,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,bank transfer (automatic),0.7940298507462686,0.0801061620124625,1,101.85714285714286
2111-DWYHN,male,0,no,No,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,0.028358208955223896,0.00026540503115624276,0,21.1
4194-WHFCB,female,0,yes,Yes,59,Yes,Yes,fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,bank transfer (automatic),0.7800995024875622,0.6418186014308793,0,94.58983050847458
4121-AGSIN,female,0,yes,Yes,58,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,credit card (automatic),0.062189054726368154,0.17067851373182555,0,25.82586206896552
4361-BKAXE,female,0,no,No,41,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,bank transfer (automatic),0.9577114427860697,0.5202688668359104,1,110.42560975609756
9845-PEEKO,female,1,no,No,59,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Two year,Yes,credit card (automatic),0.6064676616915423,0.5275271174705747,0,77.80254237288136
0455-XFASS,female,0,yes,Yes,3,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.5104477611940298,0.02093237941380106,0,66.73333333333333
0301-KOBTQ,male,0,no,No,32,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,bank transfer (automatic),0.01791044776119402,0.06873413339487654,0,19.2015625
1751-NCDLI,male,1,yes,No,46,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,0.8019900497512437,0.5245903531040849,0,99.23695652173912
4367-NUYAO,male,0,yes,Yes,0,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.07462686567164178,0.15909012231710132,0,inf
9878-TNQGW,male,0,no,No,2,Yes,No,fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,electronic check,0.6238805970149254,0.01758019847680591,1,85.575
9170-ARBTB,female,0,yes,Yes,52,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,credit card (automatic),0.013432835820895522,0.11465497345949689,0,19.46923076923077
4441-NIHPT,female,1,no,No,13,Yes,No,fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,electronic check,0.5577114427860697,0.10634087237479807,1,72.33461538461539
8999-BOHSE,female,1,no,No,11,Yes,No,fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,bank transfer (automatic),0.7109452736318408,0.1187283637202862,1,95.24545454545455
7241-AJHFS,male,0,no,No,32,Yes,Yes,fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,bank transfer (automatic),0.690547263681592,0.3170551580890838,0,86.45
7029-RPUAV,male,1,yes,No,17,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,credit card (automatic),0.817910447761194,0.18505077313639512,1,95.43823529411765
4546-FOKWR,female,0,no,No,16,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,credit card (automatic),0.5621890547263682,0.1281502423263328,0,70.584375
9036-CSKBW,female,0,no,No,51,Yes,Yes,fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,bank transfer (automatic),0.8875621890547264,0.6533694899607662,0,111.39019607843136
5832-TRLPB,male,0,no,No,29,Yes,No,dsl,No,No,Yes,Yes,Yes,Yes,One year,Yes,bank transfer (automatic),0.5681592039800994,0.2567620586198938,0,77.37586206896552
8590-YFFQO,male,0,yes,No,70,Yes,No,dsl,Yes,Yes,Yes,Yes,No,No,Two year,No,credit card (automatic),0.46467661691542295,0.5197842141703208,0,64.61785714285715
8659-IOOPU,female,0,yes,Yes,71,Yes,Yes,fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,electronic check,0.817910447761194,0.8240133856450496,0,100.84084507042253
1338-CECEE,male,0,yes,Yes,41,Yes,Yes,dsl,No,Yes,Yes,No,Yes,No,One year,No,bank transfer (automatic),0.5,0.3255423494114932,0,69.2670731707317
7439-DKZTW,male,0,no,No,1,Yes,No,fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,electronic check,0.6199004975124378,0.007125548119086083,0,80.55
4646-QZXTF,female,0,yes,No,7,Yes,No,dsl,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,bank transfer (automatic),0.6268656716417911,0.06477036695130395,0,82.87142857142858
4607-CHPCA,male,0,yes,Yes,25,Yes,No,fiber optic,No,No,No,No,Yes,Yes,One year,Yes,electronic check,0.7179104477611941,0.24922686360489268,1,87.14399999999999
9742-XOKTS,male,0,yes,Yes,67,Yes,Yes,fiber optic,Yes,Yes,No,Yes,No,No,One year,No,electronic check,0.7094527363184079,0.694639972305562,0,90.12761194029851
6921-OZMFH,male,0,yes,Yes,5,Yes,Yes,dsl,No,No,No,Yes,No,No,Month-to-month,Yes,mailed check,0.372636815920398,0.027763674128779135,0,51.879999999999995
9578-FOMUK,male,0,no,Yes,15,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,electronic check,0.06517412935323383,0.03523540272328641,0,21.61
4712-UYOOI,female,0,yes,Yes,20,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,electronic check,0.01741293532338306,0.04602469420724671,0,20.8825
8824-RWFXJ,male,0,yes,Yes,3,Yes,No,dsl,No,Yes,Yes,No,No,No,Month-to-month,Yes,mailed check,0.3771144278606965,0.017234018001384722,1,56.050000000000004
7722-CVFXN,male,0,yes,Yes,54,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,electronic check,0.8651741293532339,0.6484018001384723,0,104.40462962962964
8717-VCTXJ,male,0,no,No,42,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,mailed check,0.012935323383084563,0.09469189937687515,0,19.985714285714284
7363-QTBIW,female,0,yes,No,9,Yes,No,fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,electronic check,0.6119402985074627,0.08657973690283868,0,85.45555555555556
4159-NAAIX,female,0,no,No,63,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,bank transfer (automatic),0.7880597014925373,0.7193861066235865,0,99.25396825396825
0971-QIFJK,female,0,yes,No,69,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),0.05970149253731341,0.18728363720286176,0,23.794202898550726
9397-TZSHA,female,0,no,No,69,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),0.06318407960199005,0.19146665128086776,0,24.319565217391304
3391-JSQEW,male,0,yes,No,40,Yes,No,dsl,No,Yes,No,No,No,No,Month-to-month,Yes,mailed check,0.31741293532338305,0.23536810523886453,0,51.4625
0343-QLUZP,male,0,no,No,60,No,No phone service,dsl,Yes,Yes,Yes,No,No,No,Two year,No,bank transfer (automatic),0.21243781094527364,0.27760212324024924,0,40.40833333333333
9763-PDTKK,female,0,no,No,4,Yes,No,fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,bank transfer (automatic),0.7577114427860697,0.042510962381721674,1,96.8
2176-LVPNX,female,1,no,No,71,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,mailed check,0.7124378109452736,0.7240537733671821,0,88.64014084507042
7627-JKIAZ,female,0,yes,No,37,Yes,Yes,fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,credit card (automatic),0.6039800995024875,0.32550773136395106,1,76.7472972972973
3312-UUMZW,male,0,yes,No,32,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,credit card (automatic),0.8019900497512437,0.36084698822986383,0,98.309375
1271-UODNO,male,0,no,No,39,Yes,Yes,dsl,No,No,No,Yes,No,No,Two year,Yes,credit card (automatic),0.35422885572139307,0.25177705977382875,0,56.42820512820512
8461-EFQYM,female,0,no,No,38,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,electronic check,0.05970149253731341,0.1033464112624048,0,24.063157894736843
6900-RBKER,male,0,no,No,52,Yes,Yes,fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,credit card (automatic),0.708457711442786,0.5260731594738057,0,88.03365384615384
6891-JPYFF,female,0,yes,Yes,48,Yes,Yes,fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,credit card (automatic),0.8656716417910447,0.57450957765982,0,104.11458333333333
1459-QNFQT,male,0,yes,Yes,70,No,No phone service,dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,No,bank transfer (automatic),0.4104477611940298,0.4761135471959382,0,59.21142857142858
1047-NNCBF,male,0,no,No,20,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,No,credit card (automatic),0.5203980099502488,0.17017655204246482,0,74.6775
3696-XRIEN,female,0,no,No,50,Yes,Yes,dsl,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,credit card (automatic),0.6393034825870647,0.4800715439649204,0,83.58200000000001
4081-DYXAV,female,0,no,No,19,No,No phone service,dsl,No,No,No,No,Yes,Yes,One year,Yes,credit card (automatic),0.2646766169154229,0.10094045695822756,1,47.02894736842105
0074-HDKDG,male,0,yes,Yes,25,Yes,No,dsl,Yes,Yes,Yes,No,No,No,One year,Yes,bank transfer (automatic),0.4313432835820895,0.18372951765520426,0,64.44
8791-GFXLZ,male,0,no,No,12,Yes,No,dsl,No,Yes,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),0.30646766169154227,0.0662647126702054,0,49.42083333333333
8111-SLLHI,male,1,yes,No,39,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,0.8696517412935324,0.49226863604892684,1,109.86666666666667
0927-LCSMG,male,0,no,No,7,Yes,No,fiber optic,No,No,Yes,No,No,No,Month-to-month,No,mailed check,0.5611940298507463,0.060668128317562894,1,77.79285714285713
9330-DHBFL,female,0,yes,Yes,23,Yes,No,dsl,Yes,Yes,Yes,Yes,No,No,One year,Yes,mailed check,0.4776119402985074,0.17482114008769906,0,66.68695652173913
0098-BOWSO,male,0,no,No,27,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,electronic check,0.011442786069651711,0.05896607431340872,0,19.62222222222222
3452-ABWRL,male,1,no,No,47,Yes,Yes,fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,credit card (automatic),0.6746268656716418,0.4438956842834064,0,82.2468085106383
5859-HZYLF,male,0,yes,Yes,26,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,credit card (automatic),0.008955223880596996,0.05734479575351951,0,19.83653846153846
8257-RZAHR,female,0,yes,No,14,Yes,Yes,dsl,Yes,No,No,No,Yes,No,Month-to-month,Yes,bank transfer (automatic),0.4621890547263682,0.10641587814447266,1,67.21428571428571
5293-WXJAK,female,1,yes,No,11,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,bank transfer (automatic),0.8537313432835821,0.12864643434110318,1,103.05909090909091
3156-QLHBO,male,0,no,Yes,2,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,0.009950248756218888,0.003409877682898685,0,24.175
2208-NQBCT,female,0,yes,Yes,26,Yes,No,fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,electronic check,0.6338308457711442,0.23670090006923614,0,79.6173076923077
1779-PWPMG,female,1,yes,No,72,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,bank transfer (automatic),0.9592039800995026,0.9595141933994924,0,115.74930555555557
6621-NRZAK,female,0,yes,Yes,63,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),0.01741293532338306,0.13737018232171708,0,19.194444444444443
0831-JNISG,male,0,yes,Yes,71,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.015422885572139305,0.15894876528963767,0,19.66549295774648
0774-IFUVM,male,0,yes,Yes,11,Yes,Yes,dsl,Yes,No,No,No,Yes,No,Month-to-month,Yes,bank transfer (automatic),0.4666666666666667,0.0813004846526656,0,65.75909090909092
3082-WQRVY,male,1,yes,No,14,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,mailed check,0.013930348258706454,0.02421532425571198,0,16.33214285714286
9553-DLCLU,female,0,no,Yes,13,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,credit card (automatic),0.7034825870646766,0.13188899146088162,0,89.36538461538461
1641-BYBTK,male,0,no,Yes,6,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,mailed check,0.019402985074626844,0.00917955227325179,0,16.391666666666666
2460-NGXBJ,male,1,yes,Yes,11,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,credit card (automatic),0.5666666666666667,0.08729517655204247,0,70.48181818181818
2446-ZKVAF,male,0,yes,No,18,Yes,Yes,dsl,No,Yes,No,No,No,No,Month-to-month,No,credit card (automatic),0.3835820895522387,0.12183821832448652,0,59.70277777777778
0841-NULXI,male,0,no,No,1,No,No phone service,dsl,No,No,No,No,No,Yes,Month-to-month,Yes,electronic check,0.17213930348258705,0.0019328409877682898,1,35.55
3522-CDKHF,female,0,yes,No,32,Yes,No,fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,bank transfer (automatic),0.5696517412935324,0.2660858527579044,0,72.646875
1430-SFQSA,male,0,no,No,29,No,No phone service,dsl,Yes,No,No,Yes,No,No,One year,No,mailed check,0.17263681592039803,0.12160166166628202,0,36.98620689655172
0411-EZJZE,female,0,no,No,3,Yes,Yes,dsl,No,No,No,No,Yes,No,Month-to-month,Yes,electronic check,0.417910447761194,0.017505192707131318,0,56.833333333333336
7851-WZEKY,female,0,no,No,2,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.7651741293532338,0.020551580890837758,1,98.45
8844-TONUD,male,0,yes,Yes,13,Yes,No,fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,mailed check,0.7800995024875622,0.13201592430186937,1,89.44999999999999
8807-ARQET,female,0,no,No,41,No,No phone service,dsl,No,Yes,No,No,No,Yes,Month-to-month,Yes,electronic check,0.2199004975124378,0.19144357258250636,0,40.923170731707316
8992-CEUEN,female,0,no,No,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,electronic check,0.005970149253731349,5.769674590352849e-06,0,18.85
4320-QMLLA,male,0,no,No,7,Yes,No,dsl,No,No,No,No,Yes,No,Month-to-month,No,mailed check,0.3641791044776119,0.04057235171936303,0,52.91428571428571
8777-PVYGU,female,0,yes,No,52,Yes,No,dsl,Yes,No,Yes,No,Yes,No,One year,Yes,mailed check,0.4582089552238805,0.39139164551119315,0,65.58846153846153
8292-ITGYJ,female,0,yes,Yes,45,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,bank transfer (automatic),0.06368159203980098,0.12924071082390953,0,25.306666666666665
6870-ZWMNX,male,0,yes,No,70,Yes,Yes,dsl,No,Yes,Yes,Yes,Yes,No,Two year,No,credit card (automatic),0.5756218905472636,0.6052907915993538,0,75.20357142857142
0621-CXBKL,female,0,no,No,53,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.004477611940298498,0.11388183706438958,0,18.975471698113207
5268-DSMNQ,female,1,yes,No,62,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,credit card (automatic),0.7930348258706468,0.6828698361412416,0,95.7508064516129
5334-JLAXU,female,0,yes,No,60,Yes,Yes,fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,credit card (automatic),0.7547263681592039,0.6297138241403184,0,91.265
4086-YQSNZ,female,1,yes,No,3,Yes,No,fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,electronic check,0.618407960199005,0.023684514193399495,1,74.68333333333334
6242-MBHPK,female,1,yes,No,23,Yes,No,fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.7646766169154228,0.26624163397184397,0,101.13260869565218
5868-CZJDR,male,0,no,Yes,1,No,No phone service,dsl,No,Yes,No,No,No,No,Month-to-month,Yes,mailed check,0.13034825870646766,0.0014481883221786293,1,31.35
9359-UGBTK,female,0,no,No,67,Yes,No,dsl,Yes,No,Yes,Yes,No,Yes,One year,Yes,bank transfer (automatic),0.5383084577114428,0.5738172167089776,0,74.5
0135-NMXAP,female,0,no,No,12,Yes,Yes,fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,bank transfer (automatic),0.7114427860696517,0.11927071313177938,1,87.7
4782-OSFXZ,female,1,yes,No,71,Yes,Yes,dsl,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,bank transfer (automatic),0.6412935323383084,0.6707131317793676,0,82.12957746478872
6479-OAUSD,male,0,no,No,25,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,credit card (automatic),0.01641791044776117,0.05677359796907455,0,20.432000000000002
7129-ACFOG,female,0,no,No,5,Yes,Yes,dsl,Yes,No,No,No,No,No,Month-to-month,Yes,electronic check,0.353731343283582,0.030596584352642512,0,56.79
4189-NAKJS,male,0,no,No,26,Yes,Yes,dsl,No,No,No,No,No,No,One year,Yes,credit card (automatic),0.33134328358208953,0.14731133164089547,0,49.823076923076925
5562-BETPV,male,0,yes,Yes,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,mailed check,0.013930348258706454,9.808446803600233e-05,0,19.65
1282-IHQAC,male,1,no,No,70,No,No phone service,dsl,No,Yes,Yes,No,Yes,No,One year,Yes,credit card (automatic),0.2567164179104477,0.34535541195476577,0,43.02357142857143
9127-FHJBZ,male,0,yes,Yes,72,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,electronic check,0.9527363184079601,0.9317274405723517,0,112.4048611111111
6270-OMFIW,male,0,yes,No,60,Yes,No,fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,electronic check,0.7577114427860697,0.6452169397645973,1,93.50416666666666
1641-RQDAY,female,1,yes,Yes,32,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,electronic check,0.8174129353233831,0.36912647126702053,0,100.5515625
0107-WESLM,male,0,no,No,1,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,electronic check,0.015920398009950265,0.00012116316639741503,1,19.85
6994-ORCWG,female,0,no,No,14,Yes,Yes,dsl,No,Yes,No,No,No,No,One year,Yes,mailed check,0.35820895522388063,0.08705285021924765,0,55.228571428571435
1346-UFHAX,female,0,no,No,13,Yes,Yes,fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,credit card (automatic),0.6144278606965173,0.11661089314562659,0,79.18076923076923
3992-YWPKO,female,0,no,No,6,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,credit card (automatic),0.9119402985074626,0.07508077544426496,1,111.575
2933-XEUJM,female,0,no,No,46,Yes,Yes,dsl,Yes,No,Yes,No,Yes,Yes,Two year,No,mailed check,0.6064676616915423,0.41253173321024694,0,78.12608695652175
0125-LZQXK,male,0,no,No,15,Yes,No,fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,electronic check,0.8268656716417909,0.17714631894761138,1,103.59666666666666
5461-QKNTN,male,1,yes,No,43,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,electronic check,0.7567164179104477,0.4539983844911147,0,91.93372093023255
4835-YSJMR,male,0,no,No,39,Yes,No,dsl,No,No,No,Yes,No,No,Two year,Yes,bank transfer (automatic),0.3139303482587064,0.22528848372951768,0,50.542307692307695
8399-YNDCH,male,1,no,No,21,Yes,No,dsl,No,No,Yes,No,Yes,No,Month-to-month,Yes,bank transfer (automatic),0.4159203980099502,0.14047426725132706,1,58.86428571428572
3164-YAXFY,male,0,no,No,57,No,No phone service,dsl,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,electronic check,0.3532338308457711,0.3666282021693976,0,56.07017543859649
0887-WBJVH,female,0,yes,No,53,Yes,No,fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,electronic check,0.7482587064676617,0.5600507731363951,0,91.92830188679245
4660-IRIBM,male,0,yes,Yes,18,Yes,No,fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,mailed check,0.6930348258706468,0.17097853681052388,0,83.36111111111111
5673-FSSMF,female,0,no,No,1,Yes,Yes,dsl,No,No,No,No,No,Yes,Month-to-month,Yes,electronic check,0.41691542288557215,0.004771520886222017,1,60.15
7670-ZBPOQ,female,0,yes,No,58,Yes,Yes,dsl,Yes,No,No,Yes,No,No,One year,Yes,bank transfer (automatic),0.42587064676616915,0.39925571197784443,0,59.97844827586207
8089-UZWLX,female,1,no,No,71,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,bank transfer (automatic),0.8537313432835821,0.8533060235402724,0,104.41619718309859
0080-OROZO,female,0,no,No,35,Yes,No,fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,electronic check,0.8059701492537313,0.4054004154165705,0,100.91428571428571
3916-NRPAP,male,0,no,No,3,Yes,No,fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,credit card (automatic),0.6711442786069651,0.027457881375490423,0,85.58333333333333
6807-SIWJI,male,0,no,No,38,Yes,Yes,fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,electronic check,0.861691542288557,0.44639395338102933,0,102.29605263157895
8221-HVAYI,male,0,yes,Yes,35,Yes,Yes,dsl,Yes,Yes,Yes,Yes,No,No,Two year,Yes,credit card (automatic),0.5064676616915423,0.2851777059773829,0,71.14714285714285
1579-KLYDT,male,0,no,No,7,Yes,Yes,fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,electronic check,0.718407960199005,0.06631087006692823,1,84.77857142857144
5232-NXPAY,female,0,no,No,47,Yes,No,dsl,No,No,Yes,Yes,Yes,Yes,Two year,No,mailed check,0.5592039800995025,0.4028963766443573,0,74.6872340425532
8967-SZQAS,female,0,no,No,14,Yes,No,dsl,No,Yes,No,No,No,No,Month-to-month,No,electronic check,0.3203980099502488,0.08615855065774292,0,54.675000000000004
4468-KAZHE,female,1,yes,No,20,Yes,No,dsl,No,Yes,No,No,No,Yes,Month-to-month,Yes,electronic check,0.41542288557213924,0.14315139626125087,0,62.967499999999994
0455-ENTCR,male,0,yes,No,66,Yes,Yes,dsl,Yes,Yes,No,Yes,Yes,Yes,Two year,No,electronic check,0.6666666666666666,0.6369201477036696,0,83.91439393939395
8944-AILEF,male,0,yes,No,15,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,credit card (automatic),0.011940298507462671,0.03716247403646435,0,22.723333333333336
5542-NKVRU,female,0,no,No,42,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,bank transfer (automatic),0.02487562189054726,0.09527463651050082,0,20.10595238095238
7126-RBHSD,female,0,yes,No,17,Yes,Yes,fiber optic,Yes,No,No,No,No,No,Month-to-month,No,electronic check,0.6034825870646766,0.15349065312716365,0,79.35000000000001
5370-IIVVL,male,0,no,No,37,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,credit card (automatic),0.8582089552238806,0.4337872144011078,0,102.10810810810811
6789-HJBWG,female,0,no,No,12,Yes,No,dsl,No,Yes,No,No,No,No,Month-to-month,Yes,electronic check,0.30995024875621885,0.06841103161781675,0,50.97083333333333
3927-NLNRY,male,0,yes,No,53,Yes,No,fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,bank transfer (automatic),0.7562189054726368,0.559560350796215,1,91.84811320754717
9087-EYCPR,female,0,no,No,60,Yes,Yes,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,0.06716417910447761,0.17150357719824602,0,25.084166666666665
6791-YBNAK,male,0,yes,Yes,18,No,No phone service,dsl,No,No,No,No,No,No,Month-to-month,No,credit card (automatic),0.072636815920398,0.05181744749596123,0,25.991666666666667
6358-LYNGM,male,0,no,No,1,Yes,Yes,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.5636815920398011,0.006473574890376183,1,74.9
6077-BDPXA,female,0,no,No,3,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.5164179104477612,0.020240018462958687,0,64.73333333333333
0013-MHZWF,female,0,no,Yes,9,Yes,No,dsl,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,credit card (automatic),0.5089552238805971,0.06377221324717287,0,63.49444444444445
5494-HECPR,female,0,no,No,1,Yes,No,fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,electronic check,0.6169154228855721,0.007090930071543965,1,80.25
8268-YDIXR,male,0,yes,No,56,Yes,Yes,fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,electronic check,0.7452736318407961,0.604102238633741,0,93.82053571428571
9824-BEMCV,male,0,yes,Yes,17,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.5049751243781094,0.13049273021001617,1,67.62647058823529
1373-ORVIZ,female,0,yes,Yes,11,Yes,Yes,dsl,No,No,No,Yes,No,Yes,Month-to-month,Yes,electronic check,0.47860696517412926,0.08331410108469882,1,67.34545454545454
4291-SHSBH,male,0,no,No,7,Yes,No,fiber optic,No,No,No,No,No,No,Month-to-month,Yes,electronic check,0.5104477611940298,0.057990999307639055,0,74.47857142857143
6980-IMXXE,female,0,yes,Yes,69,Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,bank transfer (automatic),0.019402985074626844,0.1608412185552735,0,20.473188405797103
